label_str,ltable_id,rtable_id,label,id_x,title_x,manufacturer_x,price_x,id_y,title_y,manufacturer_y,price_y
Yes,691,2781,1,691,dk amazing animals 1.1,global-software-publishing,9.99,2781,global software a1826m2w dk amazing animals 1.1 win 95 98 2000 xp vista,global-software-publishing,9.08
Yes,723,441,1,723,learn2 training for microsoft excel,topics-entertainment-software - ( consignment ),9.99,441,topics entertainment learn2 training for microsoft excel,topics-entertainment-software - ( consignment ),6.56
Yes,262,1122,1,262,hp sp linux we 50 lic/cd 3.0 c t3586a ),hewlett-packard - ( consumables ),,1122,sp linux we 50 lic/cd 3.0 c,hewlett-packard - ( consumables ),69216.95
No,883,2112,0,883,adobe creative suite cs3 production premium,adobe,1699.0,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
Yes,88,1612,1,88,total training for adobe creative suite 3 : design premium bundle,total training,299.99,1612,total training for adobe creative suite 3 design premium,,279.95
Yes,453,2133,1,453,phonics success deluxe 2006 ( large box ),topics entertainment,49.99,2133,phonics success deluxe 2006,,22.9
Yes,1200,579,1,1200,true crime streets of la ( mac ),aspyr media,19.99,579,aspyr media inc true crime : streets of la,,19.07
Yes,600,515,1,600,apple . mac 4.0 online service family pack,apple,179.95,515,apple . mac 4.0 family pack ( new or renewal ),,145.99
Yes,817,2675,1,817,macjournal v4 ( mac ),csdc,39.95,2675,mariner software macjournal v4,,39.99
Yes,423,2364,1,423,microsoft licenses word olp c ( 05903871 ),microsoft licenses,205.73,2364,microsoft 059-03871 molpc word sa,,111.78
Yes,1125,1676,1,1125,adobe solution expert support,adobe,299.0,1676,adobe 09951404 solution expert annu all,adobe,233.99
No,443,2252,0,443,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,2252,windows sbs premium 2003 r2 upgrade cd/dvd 5clt microsoft t75-01256,,531.25
Yes,839,2607,1,839,adobe photoshop cs3 extended,adobe,999.0,2607,adobe photoshop cs3 extended software full version for windows,,969.0
No,1266,2614,0,1266,sony sound forge audio studio 8,sony-pictures-digital-entertainment,69.99,2614,sony creative software sound forge audio studio v. 8.0 complete product,,55.29
Yes,733,2934,1,733,clickart 1.2 million dvd 2006 by broderbund,encore software,49.99,2934,encore software 10466 clickart 1.2 million dvd 2006 by broderbund,,41.97
No,1114,2264,0,1114,webroot spy sweeper antispyware 5.x,webroot software,29.95,2264,webroot software inc 31250 spy sweeper spanish win 2000 xp,,25.97
No,1110,2544,0,1110,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,2544,encore software 10741 the print shop 22 deluxe sb cs by the print shop,,42.97
No,826,2109,0,826,motu digital performer 5 digital audio software ( mac only ),motu,795.0,2109,motu digital performer dp5 software music production software,,319.95
No,974,9,0,974,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,9,vegas movie studiodvd +8 plat,sony creative software,92.99
No,513,2153,0,513,mavis beacon typing 17 ( win/mac ),encore software,19.99,2153,mavis beacon teaches typing v17 deluxe pc/mac,,29.9
No,1110,456,0,1110,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,456,encore inc print shop 22 pro publisher deluxe,,85.07
No,1282,68,0,1282,adobe after effects cs3,adobe,999.0,68,15510669dm adobe after effects cs3 professional v. 8 media tlp tlp nonprofit d,,18.88
Yes,272,2372,1,272,adobe audition 2.0,adobe,349.0,2372,adobe audition 2.0 audio production software music production software,,348.95
No,5,1889,0,5,emc retrospect 7.5 disk to disk windows,dantz,,1889,emc ju10a0075 emc retrospect 7.5 disk to disk windows emc insignia retrospect disk-to-disk v. 7.5 complete package 1 server cd win 0093156011006,,266.92
No,528,1124,0,528,quickbooks simple start 2007,intuit,99.95,1124,quickbooks ( r ) simple start 2007,,99.99
Yes,935,2179,1,935,corel dvd moviefactory 6.0 plus,corel,79.99,2179,corel ulead dvd moviefactory plus 6 software for windows authoring software,,79.95
Yes,672,1519,1,672,scholastic brain play : pre-kindergarten 1st grade,topics entertainment,19.99,1519,brain play preschool 1st grade,,25.99
Yes,589,3038,1,589,quicken 2007 deluxe,intuit,59.95,3038,quicken 2007 deluxe win cd,intuit,57.99
No,229,1722,0,229,vcomm system suite professional 7,avanquest,49.95,1722,1460 vcom systemsuite professional v. 7 complete package 1 user cd win,,36.93
No,1269,107,0,1269,punch 5 in 1 home design,punch ! software,39.99,107,24100 punch ! 5 in 1 home design complete package 1 user cd win,,36.28
Yes,1182,1531,1,1182,onone software pxl smartscale windows and macintosh ),onone software,,1531,pxl smartscale for mac/win,,159.95
Yes,1167,907,1,1167,micromat techtool protege with firewire device,micromat,,907,micromat techtool protege utility with 1gb firewire flash drive,,219.99
Yes,497,1569,1,497,microsoft data analyzer 2002,microsoft,179.0,1569,microsoft ho2-00003 data analyzer 2002 complete package 1 user,microsoft,154.99
No,480,2864,0,480,jumpstart world 1st grade,knowledge adventure,19.99,2864,jumpstart advanced 1st grade knowledge adventure,,19.99
No,513,2547,0,513,mavis beacon typing 17 ( win/mac ),encore software,19.99,2547,encore software 10072 mavis beacon typing 17 deluxe by broderbund,,33.97
Yes,365,2849,1,365,english literature basics ( win/mac ) ( jewel case ),fogware publishing,9.99,2849,elementary school english literature basics ( pc/mac ) fogware,,9.99
Yes,1233,513,1,1233,audio success suite edition : sales success,topics entertainment,19.95,513,topics entertainment audio success suite edition : sales success,,12.05
No,496,2419,0,496,microsoft windows vista business 32-bit for system builders,microsoft,179.99,2419,windows vista business sp microsoft 66j-00063,,272.38
No,705,2399,0,705,professional home design suite platinum,punch ! software,99.95,2399,punch software 35100 punch ! professional home design suite ( small box ),punch software,62.99
No,369,1442,0,369,tlc arthur 's kindergarten learning system 2008,encore,19.99,1442,encore software 13861 tlc arthurs kindergarten learning system 2008,,17.97
No,3,1066,0,3,peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,1066,sage software peachtree premium accounting 2007 software for windows tax & finance software,,469.95
Yes,1336,625,1,1336,delorme topo usa mapping software 6.0 east region,delorme,49.95,625,delorme mapping topo usa 6.0 east region,,43.36
No,1284,1427,0,1284,punch ! master landscape & home design,punch ! software,99.99,1427,punch software 85100 punch!master landscape pro v10 and home design,,59.97
No,1169,1917,0,1169,print explosion deluxe 3.0 ( mac ),nova development,49.99,1917,print explosion deluxe 3.0 : mac,,49.99
No,917,2835,0,917,elementary advantage 2008,encore software,,2835,elementary advantage 2008 encore,,39.95
Yes,1158,912,1,1158,burning monkey solitaire 2005 edition,freeverse software,24.99,912,freeverse burning monkey solitaire 3d,,24.99
No,1110,1821,0,1110,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,1821,10731 the print shop 22 pro publisher deluxe complete package 1 user win,,84.13
Yes,995,383,1,995,apple remote desktop 3 unlim managed systems,apple,499.0,383,apple remote desktop 3 unlimited managed systems,,499.99
Yes,1142,2201,1,1142,adobe captivate 2.0,adobe,1083.95,2201,adobe captivate 2 software for windows presentation software,,598.95
No,887,2091,0,887,hoyle bridge club,encore,29.95,2091,encore software 11231 hoyle bridge club sb cs by us playing cards,,25.97
Yes,1072,2565,1,1072,marine aquarium & goldfish screen saver by encore software,encore software,,2565,marine aquarium & goldfishscreen saver by encore software,,18.27
No,1258,2927,0,1258,punch ! home design architectura series 18,punch ! software,129.99,2927,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
Yes,319,3119,1,319,poetry fiction and drama ( win/mac ) ( jewel case ),fogware publishing,9.99,3119,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59
No,1322,1763,0,1322,adobe creative suite cs3 design premium upsell,adobe,1599.0,1763,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48
Yes,171,1472,1,171,microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft licenses,349.83,1472,microsoft d48-00369 word mac 10.0 eng gov ' t 659556873790,,191.94
No,808,2573,0,808,3d home architect landscape designer v8,encore software,29.99,2573,encore software 10636 3d home architect landscape v. 8by,,25.97
Yes,468,2134,1,468,treasure mathstorm,the-learning-company,29.99,2134,treasure mathstorm,the-learning-company,9.9
Yes,548,2302,1,548,quickbooks pro 2007 small business financial software,intuit,199.95,2302,intuit quickbooks pro 2007 software for windows tax & finance software,,179.95
No,407,2898,0,407,rayman 10th anniversary collection,ubi soft,19.99,2898,rayman 10th anniversary collection,,8.95
Yes,375,2636,1,375,reel deal casino championship edition,phantom efx,19.99,2636,reel deal casino championship edition ( win 98 me nt 2000 xp ),,19.95
No,992,2598,0,992,final draft 7 professional scriptwriting win/mac,final draft,289.99,2598,final-draft final draft 7.0 with syd fields workshop bundle screen writing software,,247.95
Yes,776,376,1,776,micromat techtool pro 4 ( mac ),micromat,99.99,376,micromat tech tool pro 4.5,,82.99
Yes,1186,566,1,1186,adobe creative suite cs3 web standard [ mac ],adobe,999.0,566,adobe cs3 web standard,,1035.99
No,1072,2139,0,1072,marine aquarium & goldfish screen saver by encore software,encore software,,2139,marine aquarium & goldfish screen saver by encore software,,19.99
No,1199,326,0,1199,dreamweaver cs3 9 mac ed 1u,adobe-education-box,199.0,326,adobe dreamweaver cs3,,415.99
Yes,1001,2373,1,1001,printmaster 17 platinum by encore software,encore software,39.99,2373,encore software 10485 encore printmaster v. 17.0 platinum complete product creativity application 1 user complete product standard pc,,33.97
Yes,634,280,1,634,phase one capture one pro win/mac,phase one,499.0,280,phase one capture one pro,,415.99
No,118,1525,0,118,crystal reports xi professional edition,business objects,495.0,1525,crystal reports xi professional edition complete package,,537.57
No,355,3144,0,355,zonealarm internet security suite,zone labs,49.99,3144,zonealarm ( r ) internet security suite,,49.99
Yes,579,2532,1,579,h & r block taxcut 2006 premium federal + state + efile,h & r block,59.99,2532,h & r block taxcut premium federal and state with e-file efile software mac/win tax & finance software,,54.95
Yes,774,367,1,774,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ),adobe software,273.0,367,adobe acrobat v8 .0 professional for mac upgrade,,145.99
No,162,2123,0,162,icopydvds2 ultra by digital wunders,global-marketing-partners,89.99,2123,i copy dvds 2 ultra edition,,29.9
Yes,1073,990,1,1073,backyard sports backyard basketball and backyard football,humongous entertainment,19.99,990,brighter minds backyard sports,,19.99
No,548,3092,0,548,quickbooks pro 2007 small business financial software,intuit,199.95,3092,quickbooks ( r ) pro 2007,,179.99
Yes,907,2560,1,907,hoyle card games ( jewel case ),encore software,9.99,2560,encore software 10025 hoyle card games ( win 98 me 2000 xp ),,7.47
Yes,446,2155,1,446,topics presents : ancient civilizations ( 4 cd set ),topics entertainment,29.99,2155,topics presents : ancient civilizations,,12.9
No,646,809,0,646,instant immersion german audio,topics entertainment,,809,topics entertainment 40206 instant immersion german lab ( software/audiobook/workbook ) win 98 me 2000 xp/mac os 9 or x,,34.97
No,1024,2937,0,1024,punch super home suite 3.0,punch ! software,49.99,2937,punch software 38100 punch ! super home suite ( small box ),punch software,45.99
No,153,1951,0,153,upgrade 3d for exceed 2007 1u,hummingbird communications,,1951,exmpi555300m1200u exceed 3d 2007 upgrade package 1 user cd win,,137.35
Yes,528,2843,1,528,quickbooks simple start 2007,intuit,99.95,2843,quickbooks simple start 2007 intuit,,99.99
No,1021,2144,0,1021,resumemaker professional 12.0,individual software,29.99,2144,individual software prm-r12 resumemaker professional 12.0,individual software,29.99
No,653,562,0,653,3d home architect home design deluxe version 9,encore,29.99,562,encore inc 3d home architect landscape design deluxe v 9.0,,25.49
Yes,1240,1090,1,1240,upgrade acid pro 6 boxed,sony-pictures-digital-entertainment,305.18,1090,sony media software acid pro 6 software upgrade from acid pro 5 music production software,sony-pictures-digital-entertainment,129.95
Yes,721,447,1,721,backpack journalist,honest technology,79.99,447,global marketing partners backpack journalist honest technology,,83.27
No,136,1888,0,136,upgrade robohelp server 6 win ue 1u,adobe,3609.98,1888,38038983 adobe robohelp server v. 6.0 upgrade package 1 user cd win inter,,1070.64
Yes,1165,908,1,1165,chronos stickybrain 3.0 ( mac ),chronos l.c.,34.99,908,chronos stickybrain 3.0,,39.99
No,761,1852,0,761,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,1852,122-00411 microsoft visual studio 2005 team edition for software testers complete packag,,2184.73
Yes,286,3015,1,286,my maillist & addressbook,mysoftware company,19.95,3015,my maillist & addressbook,,7.69
No,575,3069,0,575,millionaire sports edition ( jewel case ),disney interactive,9.99,3069,who wants to be a millionaire sports edition,,8.95
Yes,1141,929,1,1141,appleworks 6.2.9,apple,79.0,929,appleworks 6.2 for mac,,75.99
Yes,455,2564,1,455,brainfood games cranium collection 2006,encore software,19.99,2564,encore software 11253 brain food games : cranium collection 2006 sb cs by encore,,17.97
No,895,1593,0,895,hoyle card games 2007,encore software,19.99,1593,encore 10025 hoyle card games for pc,encore,10.0
Yes,864,207,1,864,vocabulary puzzles grade 1,school zone,14.95,207,school zone interactive vocabulary puzzles 1 on track software,,9.45
Yes,164,1487,1,164,sea scene : living underwater worlds ( jewel case ),valusoft,9.99,1487,sea scene : living underwater worlds,,19.55
Yes,701,411,1,701,airline tycoon deluxe,topware interactive,19.99,411,sos aggregation company airline tycoon deluxe topware interactive,,15.95
No,167,1500,0,167,prosoft tunetech for ipod ( mac ),prosoft engineering,74.99,1500,prosoft 27100 tunetech for ipod by prosoft 0794038271005,,51.11
No,219,92,0,219,ca brightstor arcserve backup r11 .1 for netware upgrade from arcserve 7 for netware,computer associates,,92,babnur1111s01 brightstor arcserve backup for netware w/sp1 v. 11.1 version upgrade pac,,379.23
Yes,377,2624,1,377,pc cillin internet sec 2007 lics large box 3u,trend micro,49.95,2624,pc-cillin internet security 2007 3-user ( win me 2000 xp ),,49.95
No,436,2785,0,436,sudoku puzzle addict : unlimited edition,global-software-publ-na,,2785,global software a2991m2w sudoku puzzle addict ( win 98 me 2000 xp ),global-software-publishing-north-america-inc,8.79
Yes,1119,2189,1,1119,apple remote desktop 3 10 managed systems,apple,299.0,2189,apple remote desktop 3 desktop management software 10-client edition apple & mac software,,279.95
Yes,813,336,1,813,notetaker 1.5,aquaminds,69.99,336,aquaminds notetaker,,62.99
Yes,905,166,1,905,efrontier anime studio pro ( win/mac ),efrontier,199.99,166,allume anime studio pro,,179.99
No,889,2572,0,889,scrabble champion edition,encore,19.95,2572,encore software 11192 scrabble champion edition win 98 me 2000 xp,,18.97
Yes,441,2163,1,441,sony acid music studio,sony-pictures-digital-entertainment,69.99,2163,acid music studio 6,sony-pictures-digital-entertainment,59.95
Yes,955,851,1,955,turbocad mac 3d for mac,imsi,249.99,851,imsi design llc turbocad mac 3d,,204.67
No,155,1893,0,155,softgrid cal for ts 4.1 english mlp 20 user cal,microsoft,,1893,vbc-00002 microsoft softgrid for terminal services v. 4.1 license 20 user cals -,,419.8
Yes,1306,705,1,1306,emedia guitarpro 5 win/mac,emedia,59.99,705,emedia music corp guitar pro v 5.1 ( hybrid ),,51.92
Yes,626,292,1,626,steinberg halion symphonic orchestra virtual instrument ( academic version ),steinberg,374.99,292,steinberg software halion symphonic orchestra educational edition,,545.51
No,1190,2273,0,1190,punch ! professional home design,punch ! software,89.99,2273,punch software 35100 punch ! professional home design suite ( small box ),punch software,62.99
No,78,288,0,78,emedia intermediate guitar method os x,emedia,59.99,288,emedia music corp emedia intermediate guitar method,,49.21
No,202,2209,0,202,the computrace lojack for laptops computer tracking and loss control solution by,lenovo,,2209,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),,85.97
Yes,1253,532,1,1253,reel deal casino shuffle master edition,phantom efx,19.99,532,phantom efx reel deal casino shuffle master edition,,17.24
No,585,2656,0,585,intervideo windvd 8 platinum,corel,69.99,2656,intervideo windvd 8 platinum ( pc ),,59.99
Yes,846,422,1,846,discrete drums : vol .1,sony-media-software,59.95,422,sony media software discrete drums : vol .1 sony sound series,sony-media-software,24.91
No,1329,3021,0,1329,instant immersion translator deluxe 2.0,topics entertainment,49.99,3021,instant immers spanish dlux 2,,36.11
Yes,1279,1030,1,1279,palo alto business plan pro premier 2007,palo-alto-software,199.0,1030,palo alto software bpdx palo alto business plan 2007 pro premier edition complete product business planning 1 user complete product standard pc,palo-alto-software,184.97
No,377,1907,0,377,pc cillin internet sec 2007 lics large box 3u,trend micro,49.95,1907,pcnf0040 pc-cillin internet security 2007 complete package 3 users federal win,,29.02
Yes,93,1652,1,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,1652,microsoft 392-02322 ae frontpage 2003,,87.99
No,1329,3016,0,1329,instant immersion translator deluxe 2.0,topics entertainment,49.99,3016,instant immers italian dlux 2 .,,36.11
No,839,1595,0,839,adobe photoshop cs3 extended,adobe,999.0,1595,adobe photoshop cs3 ( v10 .0 ) mac adobe 13102488,,537.65
No,102,1668,0,102,myinvoices & estimates deluxe,avanquest software,39.95,1668,myinvoices & estimates deluxe,,39.99
No,689,3207,0,689,family tree maker version 16 collectors edition,encore software,,3207,family tree maker 16 collectors edition,,99.99
Yes,182,1557,1,182,home bartending 101 shooters,arc-media-inc .,19.95,1557,home bartending 101 shooters,arc-media-inc .,9.75
No,551,1858,0,551,symc backup exec sbs aws 11d win sbs agent for windows systems,symantec,447.74,1858,11105972 symantec backup exec 11d for windows small business server agent for windows sys,,320.66
Yes,1062,2063,1,1062,pc tools spyware doctor 2007 sb cs by pc tools,encore software,29.99,2063,encore software 10991 pc tools spyware doctor 2007 sbcs by pc tools,,25.97
No,392,2962,0,392,clifford reading pack ( dvd box ),scholastic,19.99,2962,clifford the big red dog reading pack,,19.95
Yes,913,161,1,913,starry night galaxy explorer ( pc & mac ),imaginova,9.99,161,orion/imaginova starry night galaxy explorer,,8.8
No,140,344,0,140,retrospect 6.0 desktop mac upgrade,dantz,59.99,344,emc insignia retrospect desktop 6 upgrade,,49.99
Yes,876,2473,1,876,adobe soundbooth cs3 [ mac ],adobe,199.0,2473,adobe soundbooth cs3 audio editing software mac music production software,,198.95
Yes,592,257,1,592,adobe after effects cs3 upgrade,adobe,299.0,257,adobe cs3 after effects upgrade,,306.99
No,1105,1062,0,1105,punch ! master landscape & home design,punch ! software,59.99,1062,punch software 25100 punch ! master landscape and home design,punch software,45.99
Yes,1006,796,1,1006,terror strike,encore,19.95,796,encore software 14060 terror strike win 2000 xp,,18.97
Yes,874,199,1,874,peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ),sage software,1199.99,199,sage ( ptree ) premium accounting for manufacturing 2007 multi-user,,1180.37
No,649,69,0,649,mcafee total protection 2007 3 users,mcafee,99.99,69,mtp07emb3rua mcafee total protection 2007 complete package 3 users cd mini-box wi,,86.94
Yes,1078,741,1,1078,3d home architect home v. 8 by encore software,encore software,39.99,741,3d home architect home v. 8by encore software,,33.92
Yes,1194,573,1,1194,roxio toast 8 titanium,roxio,99.95,573,roxio toast 8 titanium cdr software,,82.99
Yes,887,2541,1,887,hoyle bridge club,encore,29.95,2541,encore software 11230 hoyle bridge club win 2000 xp,,26.97
Yes,809,2585,1,809,hoyle : classic collection 2006,encore,19.99,2585,encore software 11052 hoyle : classic collection 2006 win 98 me 2000 xp,,18.97
No,1185,2030,0,1185,3d home architect landscape design deluxe version 9,encore,29.99,2030,encore software 13911 3d home architect home & landscape deluxe suite version 9,,33.97
Yes,48,2074,1,48,national geographic presents : forces of nature,topics entertainment,29.99,2074,national geographic : forces of nature,,12.9
No,1022,2824,0,1022,panda internet security 2007 3-user,panda software,69.95,2824,panda internet security 2007 panda software,,49.99
No,1115,1052,0,1115,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,1052,punch software 25100 punch ! master landscape & home design architectural 1 user ( s ) pc,,45.97
Yes,986,2238,1,986,cubase 4 competitive crossgrade,steinberg ( yamaha ),549.99,2238,steinberg cubase studio 4 software competitive crossgrade music production software,,199.99
Yes,444,2159,1,444,jumpstart 1st grade,knowledge adventure,,2159,jumpstart 1st grade ( jc ),,9.9
No,67,1573,0,67,netgear vpn01l vpn client software,netgear,89.99,1573,prosafe vpn client software single user netgear inc. vpn01l,,27.78
Yes,426,2334,1,426,ca arcserve bkup protection suite exch r11 .5 upgrade prod only,computer associates,,2334,arcserve bkup protection suite exch r11 .5 upg-v prod only,,2249.99
No,1216,3181,0,1216,macbackup,macware,29.99,3181,macbackup,,29.99
Yes,1024,2936,1,1024,punch super home suite 3.0,punch ! software,49.99,2936,punch software 17100 punch ! super home suite,punch software,45.99
Yes,1093,2755,1,1093,final cut express 2.0 upgrade,apple computer,99.99,2755,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99
No,1101,2250,0,1101,steinberg cubase studio 4,steinberg,499.99,2250,steinberg cubase studio 4 software educational discount music production software,,179.95
No,733,565,0,733,clickart 1.2 million dvd 2006 by broderbund,encore software,49.99,565,encore inc clickart 1.2 million 2006 dvd,,42.27
Yes,1093,1409,1,1093,final cut express 2.0 upgrade,apple computer,99.99,1409,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99
Yes,612,2299,1,612,corel ventura 10 dvd,corel,699.0,2299,ventura 10 dvd,,662.5
Yes,1112,949,1,1112,railroad tycoon 3 ( mac ),macsoft,19.99,949,destineer railroad tycoon 3,,21.99
Yes,589,2367,1,589,quicken 2007 deluxe,intuit,59.95,2367,intuit quicken deluxe 2007 software for windows tax & finance software,,54.95
No,991,3021,0,991,instant immersion spanish audio deluxe,topics entertainment,39.95,3021,instant immers spanish dlux 2,,36.11
Yes,711,403,1,711,family tree maker 2008 platinum,encore,99.95,403,encore inc family tree maker 2008 platinum,,85.07
Yes,683,775,1,683,math advantage 2008,encore,39.99,775,encore software 12390 math advantage 2008 win 2000 xp vista,,34.97
Yes,1249,2922,1,1249,window washer,navarre ( software ),29.95,2922,webroot software window washer,,29.99
Yes,692,425,1,692,sunset boulevard,yamaha,31.95,425,mike garson andrew lloyd webber andrew lloyd webber favorites featuring sunset boulevard,,23.59
Yes,1263,458,1,1263,photoedit 2 ( mac ),macware,29.99,458,summitsoft corp photoedit 2,,26.14
Yes,1247,516,1,1247,audio success series : winning strategies,topics entertainment,,516,topics entertainment audio success series : winning strategies,,31.06
Yes,958,554,1,958,onone plug-in suite 3 for adobe photoshop,onone software,399.95,554,onone software plug-in suite full,,393.68
Yes,523,239,1,523,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,239,microsoft windows vista ultimate retail no open box returns,,399.99
Yes,51,2092,1,51,mastercook deluxe low carb,valusoft,14.99,2092,mastercook deluxe low carb edition,,17.9
No,1021,3060,0,1021,resumemaker professional 12.0,individual software,29.99,3060,resume maker professional 12,,17.95
No,190,1536,0,190,isi researchsoft reference manager 11 single user,isi researchsoft,299.99,1536,isi researchsoft 6201 reference manager 11 single user edition 0787731062117,,164.58
No,1266,2615,0,1266,sony sound forge audio studio 8,sony-pictures-digital-entertainment,69.99,2615,sony creative software sound forge audio studio v. 8.0 complete product,,46.47
No,514,2441,0,514,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,2441,microsoft windows vista ultimate upgrade,,239.95
No,549,1897,0,549,adobe acrobat capture 100 000 page pack,adobe,1514.99,1897,22101180 adobe acrobat capture page pack license 100000 pages win,,1113.53
No,1264,2468,0,1264,punch ! professional home design suite,punch ! software,69.99,2468,punch software 14100 punch ! professional home design suite for windows,punch software,62.99
Yes,893,156,1,893,starship troopers/first to fight bundle,destineer,19.95,156,destineer publishing coporation starship troopers/first to fight bundle,,15.08
Yes,86,1607,1,86,emedia bass method win/mac,emedia,59.99,1607,emedia eg03014 bass method os x,emedia,53.99
Yes,1081,980,1,1081,stuffit deluxe v 10.0 ( mac ),smith-micro-software,79.99,980,allume stuffit deluxe 10.0 os x 10.4 or higher,smith-micro-software,69.99
No,1021,1332,0,1021,resumemaker professional 12.0,individual software,29.99,1332,individual software prm-r12 resumemaker professional 12.0,individual software,29.99
No,142,1809,0,142,ca brightstor arcserve backup r11 .1 for netware tape library option service pack,computer associates,,1809,babnbr1111s05 brightstor arcserve backup tape library option for netware w/sp1 v. 11.1 -,,643.42
Yes,1280,482,1,1280,national parks : enhanced scenery add-on for microsoft flight simulator 2002 & 2000,abacus,19.99,482,abacus national parks enhanced scenery,,17.55
Yes,434,2233,1,434,upgrade pitstop server 3.5 1u win 2k/xp & mac os 10.2.8,enfocus software,499.0,2233,enfocus ss3.5-ug-001 pitstop server v. 3.5 upgrade package 1 server for windows and mac,enfocus,471.99
Yes,799,2592,1,799,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,2592,hp t1936aa uao digital sending software 4.0 ( 10 device license ),hp,369.99
No,1076,1157,0,1076,the print shop 22 sb cs by the print shop,encore software,,1157,the print shop ( r ) 22,,29.99
Yes,1093,2621,1,1093,final cut express 2.0 upgrade,apple computer,99.99,2621,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99
Yes,851,2447,1,851,punch ! professional home design platinum v10,punch ! software,99.0,2447,punch software 86100 prof home design platinum v10 sb win 98 me nt 2000 xp,,84.97
Yes,1156,2124,1,1156,pro digital frame bundle 1u,onone software,99.95,2124,onone software inc. pfb-10211 pro digital frame bundle 1u,,92.97
No,808,2587,0,808,3d home architect landscape designer v8,encore software,29.99,2587,3d home architect landscape v. 8by encore software,,26.36
Yes,126,1820,1,126,oxford spanish dictionary,oxford-university-press,19.95,1820,pop up oxford spanish / english dict,oxford-university-press,13.95
Yes,521,1808,1,521,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,1808,microsoft e32-00575 sql server 2005 developer edition x64 complete product dbms 1 developer ( s ) complete product standard english pc,,43.97
Yes,1258,2765,1,1258,punch ! home design architectura series 18,punch ! software,129.99,2765,punch software 41100 punch ! home design architectural series 18,punch software,118.99
Yes,789,2493,1,789,hoyle mahjongg ( jewel case ),encore,9.99,2493,encore 10023 hoyle mahjongg for pc,encore,6.99
Yes,58,2113,1,58,matchbox cross-town heroes,thq,19.99,2113,matchbox cross town heros,,14.9
No,277,2991,0,277,super solvers spellbound ! ! school edition for mac,learning company,49.95,2991,super solvers spellbound ! ! school edition for mac,,17.95
Yes,1064,2057,1,1064,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99,2057,encore software 10118 adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,,17.97
Yes,995,2253,1,995,apple remote desktop 3 unlim managed systems,apple,499.0,2253,apple remote desktop 3 unlimited client edition mac apple & mac software,,498.95
Yes,544,286,1,544,microsoft windows xp home edition full version with sp2,microsoft,199.0,286,microsoft windows xp home edition sp2 retail box,,199.99
Yes,59,2119,1,59,studyworks ! teaching pro : middle school math & science ( win/mac ),global-software-publishing,29.99,2119,middle school math & science,global-software-publishing,12.9
Yes,1044,753,1,1044,hoyle puzzle & board games 2007,encore software,19.99,753,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp,,18.97
Yes,855,189,1,855,micromat podlock ( mac ),micromat,69.0,189,micromat podlock ipod utility software,,39.99
No,1273,2473,0,1273,adobe soundbooth cs3,adobe,199.0,2473,adobe soundbooth cs3 audio editing software mac music production software,,198.95
No,107,2503,0,107,photoshop elements 5 and premiere elements 3 bundle win minibox ( 29180248 ),adobe,242.62,2503,adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,,149.95
No,1259,2039,0,1259,print shop 22 pro publisher deluxe,encore,99.99,2039,the printshop pro publisher v22 deluxe dvd-rom,,69.9
Yes,177,1481,1,177,world of warcraft 60 day pre-paid time card,blizzard entertainment,29.99,1481,vivendi-universal games inc 72305 world of warcraft 60 day prepaid,,27.99
Yes,925,179,1,925,instant play guitar deluxe v2 .,topics entertainment,39.48,179,topics entertainment instant play guitar deluxe v2 .0,,31.06
Yes,802,2598,1,802,final draft 7/syd field 's screenwriting workshop dvd bundle,final draft,249.99,2598,final-draft final draft 7.0 with syd fields workshop bundle screen writing software,,247.95
